id,name_a,name_b,long,lat
4664,Luce Road,Robinhood Lane North,-9121097.39736971,3246422.228276575
4663,Luce Road,Robinhood Lane South,-9121096.061535822,3246304.9990709894
4809,Luce Road,Rose Drive,-9121091.720075682,3245499.926446784
4808,Luce Road,Stephanie Lane,-9121091.274797717,3245384.847937941
4666,Luce Road,Summit Chase Drive,-9121094.05778499,3245951.174684447
1326,Lucille Street,Sterling Drive,-9126762.000978218,3254692.212770273
1327,Lucille Street,Sterling Drive North,-9126763.67077058,3254963.7738938997
10563,Lumpolston Road,Mount Tabor Road,-9129509.254691504,3260974.5755820065
492,Lunn Road,Medulla,-9128394.649526536,3241222.796523194
2487,Lunn Road,Montee Lane,-9127045.197762797,3244268.3974698284
2488,Lunn Road,Parker Road,-9127047.880562523,3244879.497173153
2472,Lunn Road,Sophia Place,-9127047.93622227,3245390.368659061
2485,Lunn Road,Spencer Road,-9127047.869430576,3245119.6542936442
2447,Lunn Road,West Pipkin Road,-9127044.941727966,3245789.5933220307
511,Lunn Woods Drive,Lunn Woods Trail,-9126914.842639077,3242802.8329685754
510,Lunn Woods Trail,Lunn Woods Way,-9126700.775258282,3242802.7069486626
10115,Lure Pass,Tahoe Drive,-9118721.550005507,3264045.928132047
10108,Lure Pass,Village Lakes Boulevard,-9118696.425196435,3264105.8815033096
10106,Lure Pass,Winnipeg Drive,-9118656.272256104,3264172.4489892363
1366,Lyndol Street,Sterling Drive,-9126917.069028893,3254583.236681128
1367,Lyndol Street,Sterling Drive North,-9126923.859517831,3254963.647761136
9575,Lynn Drive,West Carver Street,-9124366.817418464,3259711.5359319425
9566,Lynn Drive,West Robson Street,-9124366.23855711,3259596.627073453
5959,Lynn Way Circle,Wilson Boulevard,-9117834.066497106,3258361.964047067
4313,Lynncrest Road,Richmond Road,-9119708.241444102,3251385.1025339216
4495,Lyonal Drive,South Combee Road,-9117928.09807098,3250334.103814476
7571,Mabel Avenue,Tenoroc Trail,-9122188.562150417,3255460.2036992684
1676,Mac Lean Court,McGregor Street,-9128005.328370888,3252707.824704481
9895,Macaw Place,Mallard Run,-9121893.554367865,3263704.5650084848
9912,Macaw Place,Sandpipers Drive,-9121933.072787097,3263957.500549661
1406,Macon Street,South Jackson Avenue,-9127476.004192166,3254316.349863709
8799,Madison Avenue,North Webster Avenue,-9124815.390438562,3255964.977050116
8795,Madison Avenue,West 2nd Street,-9124703.59227396,3256141.652792438
9167,Madison Avenue,West 6th Street,-9124696.801785022,3256481.9928180897
9166,Madison Avenue,West 7th Street,-9124698.471577384,3256603.5989609454
5875,Magdalene Court East,Magdalene Court South,-9117450.125573361,3256704.3916009897
5877,Magdalene Court East,Morgan Combee Road,-9117446.86391228,3256859.568317984
5878,Magdalene Court South,Magdalene Court West,-9117509.01358399,3256674.1158857006
5879,Magdalene Court West,Morgan Combee Road,-9117561.333744664,3256858.546499796
10157,Maggiore Boulevard,Torrens Drive,-9119144.419355184,3263748.777901116
10161,Maggiore Boulevard,Village Lakes Boulevard,-9119221.22980383,3264145.5644702916
10164,Maggiore Boulevard,Village Lakes Boulevard,-9119221.207539933,3264156.6085737227
10430,Magnolia Lane,Silver Lakes Boulevard,-9127419.899168806,3264219.9072375493
10417,Magnolia Lane,West Daughtery Road,-9127094.289658235,3264215.237136582
2001,Magnolia Road,North Begonia Road,-9125940.908414125,3250911.607139378
1990,Magnolia Road,Periwinkle Road,-9126122.47050361,3250906.5633359062
10193,Magpie Drive,Penguin Place,-9121275.842513453,3264477.143936958
4710,Majestic View Court,Majestic View Drive,-9120096.189869516,3245276.8287998457
4711,Majestic View Drive,Sligh Road,-9120175.226707978,3245318.044869154
10438,Malachite Court,Malachite Drive,-9127419.008612879,3263628.7105106134
10456,Malachite Drive,Rainbower Drive,-9127183.790528834,3263635.7784658317
359,Malcomb Drive,Merriam Drive,-9122000.309759535,3243389.2162600923
360,Malcomb Drive,Scottsland Drive,-9122000.421079025,3243467.1001458205
2540,Malibu Court,West Pipkin Road,-9125949.925292881,3245802.059434142
1038,Mall Hill Drive,Sleepy Hill Road,-9126473.09350376,3260666.6155296154
10521,Mall Hill Drive,Sleepy Hill Road,-9126465.390194999,3260655.877118581
10514,Mall Hill Drive,Sleepy Hill Road,-9126459.891012155,3260674.6535702385
10520,Mall Hill Drive,Sleepy Hill Road,-9126455.148801846,3260661.9845099463
1037,Mall Hill Drive,Terralargo Boulevard,-9126473.09350376,3260666.6155296154
1032,Mall Hill Drive,Terralargo Boulevard,-9126459.891012155,3260674.6535702385
9894,Mallard Drive,Mallard Run,-9121829.76829964,3263679.7008417128
9909,Mallard Drive,Sandpipers Drive,-9121877.30172221,3264021.240042056
9910,Mallard Run,Sandpipers Drive,-9121949.10279377,3263692.827096651
10429,Manchester Drive East,Manchester Drive West,-9127317.81919575,3264135.214575828
10426,Manchester Drive East,Saxon Lane,-9127317.81919575,3264135.214575828
10439,Manchester Drive East,Tudor Lane,-9127414.444513757,3263874.071687508
10440,Manchester Drive East,Wales Court,-9127342.866081176,3263960.277313373
10427,Manchester Drive East,Woodbury Boulevard,-9127311.473984774,3264042.4445337974
10425,Manchester Drive West,Saxon Lane,-9127317.81919575,3264135.214575828
3321,Mandarin Street,South Webster Avenue,-9124814.221583908,3251461.783860976
2385,Maple Hill Court,Maple Hill Drive,-9127114.327166578,3246310.2932713833
2383,Maple Hill Drive,Pipkin Road South,-9127505.225558499,3246198.9894446903
9709,Maple Street,North Orange Avenue,-9125720.161863884,3262497.5066010403
10014,Maple Street,US Highway 98 North,-9125280.872889316,3262547.30635934
10005,Maple Street,US Highway 98 North,-9125258.06352565,3262547.117054286
9036,Maplecrest Street,Providence Road,-9125276.587088918,3258084.4430996957
9923,Marble Lane,Odom Road,-9122700.843315097,3264100.757057406
892,Margo Burt Road,Sutton Road,-9129858.575253615,3258406.3739819187
2970,Marian Lane,Remington Road West,-9124422.95583767,3246801.0241793394
3323,Marietta Street,Unitah Avenue,-9124707.265817154,3252052.8158455095
2437,Marigold Court,Marigold Drive,-9126288.447864383,3246478.7381568737
2435,Marigold Drive,Persimmon Way,-9126269.857509421,3246388.9502057894
2434,Marigold Drive,Wildflower Drive,-9126534.653182171,3246468.9563718024
2934,Marimar Street,Old Highway 37,-9123847.434070269,3246819.4285087166
3995,Mariner Court,Mariner Road,-9120772.901054049,3248989.927525311
4056,Mariner Road,New Jersey Road,-9120966.930926502,3249029.2636908335
3994,Mariner Road,Whitman Drive,-9120840.138026489,3248992.3229936715
8839,Marion Avenue,West Memorial Boulevard,-9125447.017229324,3255893.101485771
4514,Marion Drive,Naomi Road,-9118069.173261661,3250002.996172369
4518,Marion Drive,South Combee Road,-9117947.267287295,3249971.197150391
9945,Maris Court,North Daughtery Road,-9123356.51511587,3263840.119695689
1433,Marjorie Road,North Chestnut Road,-9127554.039155213,3254819.9833045304
1349,Marjorie Road,Wabash Avenue,-9127105.165572487,3254819.5544576836
1359,Marjorie Road,Wabash Avenue,-9127090.315552415,3254820.0715965293
8367,Marjorie Street,Pinewood Avenue,-9125484.164543401,3253329.9484481825
1824,Marjorie Street,Plateau Avenue,-9126858.181018263,3253317.9672837304
8268,Marjorie Street,Sikes Boulevard,-9124709.225040194,3253287.5351735773
8369,Marjorie Street,Smithwood Drive,-9125542.161998106,3253329.8223306066
8284,Marjorie Street,South Central Avenue,-9125254.178475423,3253330.5790360784
8134,Marjorie Street,South Webster Avenue,-9124795.764812337,3253332.218564745
1893,Marjorie Street,Southern Avenue,-9126630.977937555,3253330.8312712447
1544,Markell Boulevard,Murray Drive,-9127983.398431202,3254166.133742092
1547,Markell Boulevard,New Tampa Highway,-9127990.266843783,3254045.684568962
1416,Markell Boulevard,West Imperial Drive,-9127750.18409799,3254191.1065840716
2590,Market Square,South Florida / Carter Road Flex,-9124161.466353796,3245806.8492476996
2586,Market Square,West Pipkin Road,-9124161.466353796,3245806.8492476996
4922,Marla Avenue,Rogers Road,-9119143.85162578,3245784.2867196356
4921,Marla Avenue,William Lane,-9119143.072389344,3245923.1918162913
5560,Marler Avenue,Skyview Drive,-9117022.436089734,3252258.6219237163
5504,Marler Avenue,Sunway Lane,-9117017.315393155,3251920.657705135
8277,Marrick Circle,South Central Avenue,-9125254.735072877,3252791.9415324517
2274,Marsh Wren Street,Towne Park Boulevard,-9130216.16685389,3245323.389102581
9497,Martha Avenue,Monica Street,-9122832.534272706,3259032.5443224427
4274,Martin Avenue,Phyllis Street,-9120765.220009184,3250491.956487384
9080,Martin Luther King Jr. Avenue,Modest Street,-9123909.55034613,3257537.000266984
9075,Martin Luther King Jr. Avenue,Pickens Street,-9123909.55034613,3257593.266272962
9059,Martin Luther King Jr. Avenue,Pinehurst Street,-9123910.819388326,3258001.681213176
8563,Martin Luther King Jr. Avenue,Sikes Boulevard,-9124056.247171098,3254881.207637569
8557,Martin Luther King Jr. Avenue,Sikes Boulevard,-9124043.356374064,3254889.2422481403
8752,Martin Luther King Jr. Avenue,Silver Street,-9123904.60776074,3256145.8912220686
8754,Martin Luther King Jr. Avenue,Silver Street,-9123894.399763435,3256146.029980204
9054,Martin Luther King Jr. Avenue,Tucker Street,-9123907.657914788,3258226.7165055396
9093,Martin Luther King Jr. Avenue,West 10th Street,-9123905.654163953,3256845.3890206236
9086,Martin Luther King Jr. Avenue,West 12th Street,-9123907.14584513,3257005.3863475993
9087,Martin Luther King Jr. Avenue,West 13th Street,-9123907.713574532,3257157.273911635
9088,Martin Luther King Jr. Avenue,West 14th Street,-9123908.036401058,3257217.5752602895
8736,Martin Luther King Jr. Avenue,West 1st Street,-9123903.88418405,3255997.395602358
8737,Martin Luther King Jr. Avenue,West 1st Street,-9123890.982255066,3255997.496516261
8748,Martin Luther King Jr. Avenue,West 2nd Street,-9123903.082683716,3256084.333207536
8760,Martin Luther King Jr. Avenue,West 2nd Street,-9123893.921089625,3256084.5728795915
8762,Martin Luther King Jr. Avenue,West 4th Street,-9123905.320205482,3256258.9417298734
8759,Martin Luther King Jr. Avenue,West 4th Street,-9123895.279187411,3256259.042645722
9227,Martin Luther King Jr. Avenue,West 5th Street,-9123904.273802267,3256375.0711395736
8761,Martin Luther King Jr. Avenue,West 5th Street,-9123895.557486137,3256377.568828439
9213,Martin Luther King Jr. Avenue,West 6th Street,-9123904.97511506,3256468.318502606
9207,Martin Luther King Jr. Avenue,West 6th Street,-9123894.344103688,3256470.6143737994
9202,Martin Luther King Jr. Avenue,West 7th Street,-9123904.22927447,3256566.2718141587
9203,Martin Luther King Jr. Avenue,West 7th Street,-9123895.29031936,3256565.7546087233
9204,Martin Luther King Jr. Avenue,West 8th Street,-9123905.353601329,3256658.7005266403
9193,Martin Luther King Jr. Avenue,West 8th Street,-9123896.470305962,3256658.7888306114
9192,Martin Luther King Jr. Avenue,West 9th Street,-9123906.65603937,3256750.663116474
9191,Martin Luther King Jr. Avenue,West 9th Street,-9123898.696695779,3256750.940645124
8699,Martin Luther King Jr. Avenue,West Adams Street,-9123900.455543734,3255571.015841132
9081,Martin Luther King Jr. Avenue,West Bella Vista Street,-9123909.995624093,3257776.9524384374
9077,Martin Luther King Jr. Avenue,West Crawford Street,-9123908.548470715,3257310.5508778626
8700,Martin Luther King Jr. Avenue,West Memorial Boulevard,-9123902.292315332,3255893.391611011
8701,Martin Luther King Jr. Avenue,West Memorial Boulevard,-9123901.446287202,3255908.1123215454
8731,Martin Luther King Jr. Avenue,West Memorial Boulevard,-9123891.037914813,3255893.505138281
8732,Martin Luther King Jr. Avenue,West Memorial Boulevard,-9123890.191886682,3255908.0366366184
8667,Martin Luther King Jr. Avenue,West Myrtle Street,-9123898.229153916,3255341.357579619
8663,Martin Luther King Jr. Avenue,West Myrtle Street,-9123896.893320028,3255302.7977749496
7177,Martin Luther King Jr. Avenue,West Myrtle Street,-9123883.43479359,3255303.289705035
8662,Martin Luther King Jr. Avenue,West Myrtle Street,-9123883.278946305,3255341.4332613847
8568,Martin Luther King Jr. Avenue,West Peachtree Street,-9123896.592757402,3255096.1382627366
8576,Martin Luther King Jr. Avenue,West Peachtree Street,-9123883.089703169,3255095.621113366
8695,Martin Luther King Jr. Avenue,West Pear Street,-9123898.006514935,3255453.631943312
8660,Martin Luther King Jr. Avenue,West Pear Street,-9123884.692703836,3255454.1238788683
8697,Martin Luther King Jr. Avenue,West Quincy Street,-9123901.991752706,3255800.0977450856
8690,Martin Luther King Jr. Avenue,West Quincy Street,-9123889.01190008,3255801.3086943445
9084,Martin Luther King Jr. Avenue,West Thomas Street,-9123908.381491477,3257279.516883051
9079,Martin Luther King Jr. Avenue,West Valencia Street,-9123909.105068168,3257423.838177399
9085,Martin Luther King Jr. Avenue,Whitehurst Street,-9123907.323956314,3257086.6283213394
5088,Martinique Drive,Saint Lucia Drive,-9117328.11941145,3245225.1513359314
1411,Marveline Drive,South Chestnut Road,-9127551.924084887,3254498.6042343387
1410,Marveline Drive,South Chestnut Road,-9127551.033528961,3254265.016375634
9940,Mary Catherine Court,Odom Road,-9122701.845190516,3263708.8562906208
5275,Marywood Court,Woodland Drive North,-9115586.30333901,3252128.101162915
5276,Marywood Court,Woodland Drive South,-9115585.635422064,3251943.860949642
3245,Marywood Parkway East,Marywood Parkway North,-9125743.650276443,3251742.473241519
1959,Marywood Parkway East,Marywood Parkway South,-9125746.655902691,3251356.604075135
1956,Marywood Parkway East,Woodhill Drive North,-9125742.203123061,3251482.70390354
1958,Marywood Parkway East,Woodhill Drive South,-9125742.203123061,3251418.0145452707
3246,Marywood Parkway North,Woodbrook Boulevard East,-9125704.354496192,3251758.8666189
3251,Marywood Parkway North,Woodbrook Parkway,-9125811.109887863,3251741.5905217603
1952,Marywood Parkway South,Marywood Parkway West,-9126121.357308703,3251354.586487399
1955,Marywood Parkway West,Woodhill Drive North,-9126126.700644262,3251479.1730924076
1957,Marywood Parkway West,Woodhill Drive South,-9126126.478005279,3251414.9881500914
3202,Mas Verde Boulevard,Matthew Street,-9125239.150344165,3250724.105004984
1054,Masters Lane,Praire Dunes Circle West,-9126747.863402886,3259481.4668399314
1013,Masters Lane,Prairie Dunes Circle East,-9126505.409551939,3259481.84536435
4377,Mateo Street,Seneca Avenue,-9119032.532134987,3251924.642607349
4819,Mattew Court,Scott Lake Hills Lane,-9120346.881362783,3244048.092714697
1298,May Manor,Noble Avenue,-9126383.62602901,3254697.5102413637
1289,May Street,Pearl Avenue,-9126114.900778238,3254589.290885336
77,Mayfair Way,Stokes Road,-9114662.908162879,3243902.741422203
9713,Mayflower Drive,Pilgrim Lane,-9125485.544905087,3262138.5650540665
9712,Mayflower Drive,Plymouth Lane,-9125384.978877105,3262139.09509223
9716,Mayflower Drive,Pocahontas Lane,-9125584.352085115,3262138.716493539
9711,Mayflower Drive,Puritan Lane,-9125685.541502248,3262138.3378948597
10011,Mayflower Drive,US Highway 98 North,-9125285.192085559,3262140.8618862554
5989,Mc Arthur Street,North Combee Road,-9117962.996731345,3257038.6652214536
5994,Mc Arthur Street,Roxie Avenue,-9117962.996731345,3257038.6652214536
7676,Mc Kay Avenue,Vistabula Street,-9122290.074394071,3253840.4820004837
482,Mc Mullen Road,Old Road 37,-9125202.97150966,3243957.980527809
5988,McCranie Place,North Combee Road,-9117962.751828462,3256947.735118069
5982,McCranie Place,Thelma Drive,-9117962.751828462,3256947.735118069
584,McCue Road,New Tampa Highway,-9131678.036670886,3253110.8335401937
719,McCue Road,Steward Road,-9131697.573241519,3253330.95738883
2633,McDonald Court,Morganthau Drive,-9123988.809823576,3244398.21258316
9066,McEachern Street,Washington Avenue,-9123993.59656168,3257470.515847935
1675,McGregor Street,McIntosh Drive,-9128153.494613133,3252738.596017359
1678,McGregor Street,McIntosh Drive,-9127820.871974643,3252692.817409164
1677,McGregor Street,Skye Place,-9127895.567352965,3252692.1868509
4496,McJunkin Road,South Combee Road,-9117930.079557916,3250562.8577618734
7722,McKay Court,Vistabula Street,-9122171.853094848,3253840.4820004837
5618,McLeod Road,Reynolds Road,-9116111.953974534,3254864.633903327
7817,McRorie Street,Mississippi Avenue,-9122760.0652842,3252785.762017602
7846,McRorie Street,Success Avenue,-9122973.910026014,3252787.527592987
10655,Meadow Glen Court,Meadow Glen Road,-9131313.18703981,3263407.964981356
6242,Meadow Lane,South Combee Road,-9117942.491681138,3253219.848250769
2428,Meadowbend Court,Poley Lane,-9126881.780750312,3247396.152139981
1593,Meadowbrook Avenue,New Tampa Highway,-9129543.1848723,3253627.6774764727
1592,Meadowbrook Avenue,Pritchard Street,-9129591.742434183,3253747.530168053
4203,Meadowbrook Avenue,Sylvester Road,-9120173.7795546,3251322.9356190455
1572,Meadowbrook Avenue,Todd Street,-9129657.977531206,3253830.392218529
1574,Meadowbrook Avenue,Todd Street,-9129607.304898996,3253853.258197648
1591,Meadowbrook Avenue,Wear Street,-9129551.333459025,3253656.344660794
10097,Meadowlark Drive,Peacock Run,-9121697.85470305,3264558.9356295117
10093,Meadowlark Drive,Raven Run,-9121772.550081372,3264541.6432088534
10186,Meadowlark Drive,Sanderling Drive,-9121336.066357972,3264476.1341660656
9913,Meadowlark Drive,Sandpipers Drive,-9121851.920878308,3264511.3499704553
10195,Meadowlark Drive,Swallow Road,-9121474.213846046,3264493.1740599712
10200,Meadowlark Drive,Walt Loop Road,-9121336.066357972,3264476.1341660656
2999,Meadowood Point Road,South Dossey Road,-9125678.417054836,3246656.5636648256
431,Medulla,Oak Lane,-9124554.151188316,3243676.4067864004
464,Medulla,Old Road 37,-9125572.36308802,3241228.3470410174
2549,Medulla,Old Road 37,-9125410.240372924,3245797.14660194
2381,Medulla,Pipkin Road South,-9127504.675790712,3245801.808975552
2617,Medulla,School House Road,-9124257.097951628,3244889.921597678
500,Medulla,Shady Lake Lane,-9124500.559585406,3245802.7379479473
497,Medulla,South Dossey Road,-9125674.815220848,3245792.3119138577
2321,Medulla,West Pipkin Road,-9127255.399165519,3245796.3437538403
2539,Medulla,West Pipkin Road,-9126071.842399197,3245796.084774334
2439,Medulla,Wildflower Drive,-9126377.548032844,3245796.443171685
2224,Medulla Road,Old Medulla Road,-9131445.345539281,3246700.267220472
563,Medulla Road,Salt Springs Lane,-9131838.0584389,3243967.382414802
2242,Medulla Road,Siltstone Street,-9132164.54737345,3243914.1597541836
2247,Medulla Road,Turkey Creek Way,-9131153.36564688,3244646.5284000454
2262,Medulla Road,West Pipkin Road,-9131341.70709335,3245793.7402882893
2261,Medulla Road,West Pipkin Road,-9131341.551246064,3245779.383471282
2250,Medulla Road,White Ibis Road,-9131086.96357062,3244921.9598297263
2265,Medulla Road,Wood Thrush Way,-9131079.015358977,3244969.5146333645
476,Melanie Court,Oak Lane,-9125067.974363172,3243568.551507024
2574,Melissa Lane,South Florida / Carter Road Flex,-9124718.954363689,3245808.5634971727
2581,Melissa Lane,West Pipkin Road,-9124718.954363689,3245808.5634971727
10240,Melody Lane,Old Combee Road,-9121285.18221873,3262466.586924379
8347,Mels Drive North,Mels Drive South,-9125685.096224284,3253209.2544644494
8370,Mels Drive North,Smithwood Drive,-9125542.718595559,3253241.6664319807
8342,Mels Drive South,Pinewood Avenue,-9125484.164543401,3253179.364897632
1466,Memorial Boulevard,Nokomis Avenue,-9127300.475619083,3255866.0946373628
1464,Memorial Boulevard,North Chestnut Road,-9127558.146844422,3255870.433893826
1171,Memorial Boulevard,North Chestnut Road,-9127557.779490102,3255896.330706182
1240,Memorial Boulevard,North Grady Avenue,-9126599.507917508,3255895.3468030067
1482,Memorial Boulevard,North Wabash Avenue,-9127103.996717833,3255890.818326491
1239,Memorial Boulevard,Strain Boulevard,-9126822.18029494,3255893.971861509
1477,Memorial Boulevard,Suwannee Avenue,-9127009.942880062,3255864.921524661
1238,Memorial Boulevard,Swindel Avenue,-9126455.171065744,3255892.8618170987
1474,Memorial Boulevard,Wabash Avenue,-9127110.264005166,3255864.6314000306
1468,Memorial Boulevard,Wabash Avenue,-9127103.996717833,3255890.818326491
1470,Memorial Boulevard,Wabash Avenue,-9127095.970582547,3255864.4043459767
1465,Memorial Boulevard,Waneta Avenue,-9127204.440294376,3255864.97198112
1467,Memorial Boulevard,Wasena Avenue,-9127397.112069042,3255867.4317336823
1513,Memorial Boulevard,West Memorial Boulevard,-9129410.514303172,3255478.5062455963
1511,Memorial Boulevard,West Memorial Boulevard,-9128943.317532262,3255644.7691709087
1491,Memorial Boulevard,West Memorial Boulevard,-9127901.033139965,3255873.7766359434
1493,Memorial Boulevard,West Memorial Boulevard,-9127900.632389797,3255900.367232777
1249,Memorial Boulevard,West Memorial Boulevard,-9127009.942880062,3255864.921524661
1222,Memorial Boulevard,West Memorial Boulevard,-9126288.180697605,3255885.217650107
1745,Memphis Road,Nashville Road,-9127813.636207743,3253206.2276698775
1747,Memphis Road,Nashville Road,-9127599.123548985,3253453.92259191
1744,Memphis Road,Trenton Road East,-9127739.875913143,3253316.2142510815
174,Mentor Lane,Valentino Way,-9117587.438165253,3243221.2255131733
1524,Mercury Drive East,Mercury Drive West,-9129934.717785317,3256178.9913847544
802,Mercury Drive East,North Galloway Road,-9129892.193739835,3256362.784535385
803,Mercury Drive West,North Galloway Road,-9129981.36065196,3256355.34193662
294,Merganser Loop,Silver Leaf Loop,-9121161.11664624,3242832.359466306
6056,Meridian Avenue,Weber Street,-9118406.582638256,3255431.7723633987
4247,Merlin Way,Nottingham Road,-9119942.012374768,3251141.480471094
269,Merlyn Street,Merriam Drive,-9121933.406745568,3243389.2162600923
266,Merlyn Street,Wendel Way,-9121611.927188108,3243442.3612515996
5890,Merrick Road,Mineola Drive,-9117444.55959882,3257318.6247743373
5901,Merrick Road,Ralph Road,-9117440.440777661,3257777.5832331297
1792,Mershon Street,South Wabash Avenue,-9127090.538191395,3253879.958344482
2569,Messina Avenue,Serrento Avenue,-9124645.227464937,3245230.5711582955
337,Micanopy Drive,Mikasuki Drive,-9122670.787052583,3242703.4036202035
7726,Michigan Avenue,Osceola Street,-9122407.260422029,3253729.129059906
7725,Michigan Avenue,Vistabula Street,-9122407.071178894,3253840.217143611
433,Mid-Florida Drive,South Florida / Carter Road Flex,-9124572.658288889,3243551.928555149
432,Mid-Florida Drive,South Florida Avenue,-9124572.658288889,3243551.928555149
6486,Midland Avenue,Mockingbird Lane,-9120457.087658668,3252444.001393245
6491,Midland Avenue,Skinner Street,-9120457.19897816,3252536.692077439
5602,Midwest Drive,Westwind Drive,-9115984.493157577,3252909.47896285
4378,Miguel Street,Seneca Avenue,-9119031.084981607,3251833.3936840985
346,Mikasuki Drive,Neamathla Drive,-9122625.702658812,3242750.030727329
344,Mikasuki Drive,South Carter Road,-9122455.651004678,3242758.587448933
6507,Miller Lane,Newport Avenue,-9120886.558254149,3252727.624270748
791,Milner Drive East,Milner Drive South,-9129966.777798666,3256000.1202779836
793,Milner Drive South,Milner Drive West,-9130202.886438638,3256004.9136901353
798,Milner Drive West,North Galloway Road,-9130194.092198864,3256237.7746472144
6401,Milton Street,Shakespeare Street,-9119755.329588708,3253011.8836482856
5947,Mineola Drive,North Combee Road,-9117962.974467445,3257320.1386304623
5891,Mineola Drive,Park Spur,-9117025.875861999,3257319.2555477023
5896,Mineola Drive,Rowland Lane,-9117672.764554948,3257318.120155668
5969,Mineola Drive,Terry Road,-9117962.974467445,3257320.1386304623
1716,Minnehaha Avenue,West Highland Street,-9127546.803388309,3252929.0518183666
3554,Miramar Road,Morningside Drive,-9123315.315772329,3251427.5224745134
46,Mission Drive,Stokes Road,-9114658.27727206,3243123.507018603
96,Mission Drive,Sunset Vista Drive,-9114658.27727206,3243123.507018603
991,Mission Hills Drive,Sawgrass Court,-9127348.320736226,3260406.359727518
3130,Mission Lakes Drive,Oakbridge Boulevard East,-9125088.156586856,3249864.8563147336
3131,Mission Lakes Drive,Oakbridge Boulevard East,-9125079.729701402,3249875.245754984
3128,Mission Lakes Drive,Oakbridge Boulevard East,-9125078.093304887,3249857.5937981117
3129,Mission Lakes Drive,Oakbridge Boulevard East,-9125068.50869673,3249868.0967096863
3127,Mission Lakes Drive,Stonewater Drive,-9125119.0366136,3249806.302385031
7984,Mississippi Avenue,Riggins Street,-9122763.738827396,3253393.385737301
6489,Mockingbird Lane,New Jersey Road,-9120688.74351901,3252447.280236581
4169,Mockingbird Lane,Newport Avenue,-9120846.449841617,3252450.193363439
9437,Modest Street,North Florida Avenue,-9123458.628484774,3257543.106252747
9439,Modest Street,North New York Avenue,-9123695.850319654,3257541.062513404
9073,Modest Street,Washington Avenue,-9123994.375798116,3257533.972506468
564,Monroe Springs Way,Salt Springs Lane,-9131050.951715348,3244076.550645433
7747,Monroe Street,South Ingraham Avenue,-9122057.750616785,3253464.768806889
7785,Monroe Street,South Wilson Avenue,-9121944.249263972,3253464.4661217025
6568,Montgomery Avenue,Tenoroc Trail,-9121240.888193343,3254095.3776061013
8998,Montrose Avenue,West 10th Street,-9125786.063002432,3256831.8026437373
9012,Montrose Avenue,West 14th Street,-9125760.559707094,3257192.6851522806
5084,Montserrat Court,Montserrat Drive,-9117145.221488079,3245161.2480118745
5083,Montserrat Drive,Saint Lucia Drive,-9117295.391481157,3244950.255737114
4978,Moon Valley Drive,Panther Drive,-9117697.700120883,3244021.2480427516
4977,Moon Valley Drive,Russet Pass,-9117704.713248806,3244416.36159092
5561,Moonlite Drive,Skyview Drive,-9117283.480295643,3252257.23473995
4588,Moonraker,Sandy Hook,-9119943.348208658,3247731.9867481003
4586,Moonraker,Windward Pass,-9119970.621483902,3247780.1438925
7569,Morgan Avenue,Tenoroc Trail,-9122303.332545424,3255459.951424509
5888,Morgan Combee Road,Morganwood Drive,-9117206.035325898,3256860.249530153
6018,Morgan Combee Road,North Combee Road,-9117962.417869993,3256856.4271734287
5883,Morgan Combee Road,Park Spur,-9116731.79203122,3256861.056892765
6020,Morgan Combee Road,Pleasant Place,-9117789.204742316,3256857.2849959657
5882,Morgan Combee Road,Ridge Lake Court,-9117038.020818444,3256859.5557029443
5860,Morgan Combee Road,Saddle Creek Park Road,-9115333.83073389,3256863.8322021193
5838,Morgan Combee Road,Saddle Creek Park Road,-9115264.812649598,3256831.6134185274
5873,Morgan Combee Road,Woodland Avenue,-9117387.185533267,3256859.770158624
2238,Morgan Creek Parkway,Nocoosee Place,-9132219.41675046,3245678.5080369986
2253,Morgan Creek Parkway,Nocoosee Place,-9132217.101305053,3245669.836036597
2251,Morgan Creek Parkway,Tokose Place,-9132122.591057368,3245797.9880939457
2254,Morgan Creek Parkway,Tokose Place,-9132114.242095558,3245794.9503455516
2239,Morgan Creek Parkway,West Pipkin Road,-9131730.111928679,3245748.8421980813
2260,Morgan Creek Parkway,West Pipkin Road,-9131727.518184543,3245734.2459390373
5874,Morgan Drive,Rawls Drive,-9117479.847877402,3256401.63749018
5871,Morgan Drive,Woodland Avenue,-9117450.348212343,3256353.828188219
4541,Morgan Wieland Lane,Owen Street,-9119163.221217178,3246771.526881488
2641,Morganthau Drive,Thomas Circle,-9123919.791739285,3244397.4563750285
353,Morningdale Avenue,Morningdale Road,-9122870.605538556,3243238.8688549795
352,Morningdale Avenue,Morningview Drive,-9122870.82817754,3243291.042871036
349,Morningdale Road,Morningview Court,-9122797.802591579,3243113.4756007935
350,Morningdale Road,Morningview Drive,-9122798.693147505,3243205.220501469
3570,Morningside Drive,South Florida Avenue,-9123419.85590613,3251426.4632353825
9421,Morrell Drive,North Drive,-9123230.724091275,3257605.3773720586
9292,Morrell Drive,Parkview Place,-9123216.920474416,3256848.076021564
1794,Morrow Street,South Wabash Avenue,-9127090.282156568,3254083.1435166183
4570,Morton Court,Winterset Drive,-9119245.041042913,3247240.8062280184
4425,Mosswood Lane,Sparrow Drive,-9118343.241847996,3251830.4932999676
7935,Mosswood Road,South Florida Avenue,-9123428.984104376,3253496.929146449
